student_id,major,year,current_semester,gpa,completed_credits,completed_courses,course_grades,failed_courses,career_goal,career_track,max_credits_per_semester,study_hours_per_week,risk_level,recommended_credits,weak_skills
UET230083,Kỹ thuật Robot,3,6,3.14,95,ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2031;RBE3002;RBE3012;RBE3015;RBE3030;RBE3042;RBE4004;THL1057,ELT1007:B;ELT2035:B+;ELT2201:B+;ELT3051:B;ELT3134:B+;ELT3144:B+;ELT3240:B+;ELT3290:C+;ELT3295:B+;EPN1095:B+;EPN1096:A;FLF1107:C+;HIS1001:B+;INT1008:C+;INT1009:C+;INT2210:B+;MAT1041:B;MAT1042:A;MAT1093:A;MAT1101:B;PEC1008:B+;PHI1002:B+;PHI1006:A;POL1001:B;RBE1001:C+;RBE2001:B+;RBE2031:B;RBE3002:B;RBE3012:C+;RBE3015:B+;RBE3030:B;RBE3042:C+;RBE4004:C+;THL1057:C+,,Autonomous Mobile Robot (AMR) Engineer,Robot thông minh,20,10,LOW,18,
UET230084,Kỹ thuật Robot,3,6,3.21,113,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3030;RBE3042;RBE3050;RBE3051;RBE4004;THL1057,AIT2004:B;ELT1007:B+;ELT2035:C+;ELT2201:B;ELT3051:A;ELT3134:B+;ELT3144:B+;ELT3240:B;ELT3290:B+;ELT3295:B;EPN1095:A;EPN1096:B;FLF1107:C+;HIS1001:B+;INT1008:B+;INT1009:B+;INT2210:B+;MAT1041:B+;MAT1042:C+;MAT1093:B+;MAT1101:B+;PEC1008:B+;PHI1002:B+;PHI1006:A;POL1001:A;RBE1001:B;RBE2001:C+;RBE2003:C+;RBE2021:B;RBE2022:B+;RBE2031:C+;RBE3002:B+;RBE3012:B+;RBE3013:B;RBE3015:B+;RBE3030:C+;RBE3042:A;RBE3050:A;RBE3051:C+;RBE4004:B+;THL1057:C+,,PLC Programmer,Tự động hóa công nghiệp,22,6,LOW,22,PLC/SCADA
UET230085,Kỹ thuật Robot,3,5,3.21,109,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3017;RBE3030;RBE3042;RBE4004;THL1057,AIT2004:B;ELT1007:C+;ELT2035:A;ELT2201:B+;ELT3051:B;ELT3134:B+;ELT3144:B;ELT3240:A;ELT3290:A;ELT3295:B+;EPN1095:A;EPN1096:B;FLF1107:B;HIS1001:B+;INT1008:C+;INT1009:B;INT2210:B;MAT1041:B;MAT1042:B+;MAT1093:A;MAT1101:B;PEC1008:B;PHI1002:A;PHI1006:B+;POL1001:B;RBE1001:B+;RBE2001:C+;RBE2003:B;RBE2022:B+;RBE2031:C+;RBE3002:B;RBE3012:B+;RBE3013:B;RBE3015:B+;RBE3017:B;RBE3030:A;RBE3042:C+;RBE4004:B+;THL1057:B+,,Navigation Algorithm Engineer,Robot thông minh,22,7,LOW,20,
UET230086,Kỹ thuật Robot,3,5,3.15,109,ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3017;RBE3042;RBE3052;RBE4004;THL1057,ELT1007:B;ELT2035:B;ELT2201:B+;ELT3051:B+;ELT3134:B;ELT3144:C+;ELT3240:B+;ELT3290:B+;ELT3295:B+;EPN1095:B+;EPN1096:C+;FLF1107:B+;HIS1001:B;INT1008:C+;INT1009:C+;INT2210:B;MAT1041:C+;MAT1042:B+;MAT1093:B+;MAT1101:B;PEC1008:C+;PHI1002:A;PHI1006:B;POL1001:B+;RBE1001:B+;RBE2001:B+;RBE2003:B+;RBE2021:B;RBE2022:A;RBE2031:C+;RBE3002:B+;RBE3012:C+;RBE3013:B;RBE3015:B;RBE3017:B+;RBE3042:B+;RBE3052:B;RBE4004:B+;THL1057:B,,IoT Robotics Engineer,Tự động hóa công nghiệp,20,10,LOW,18,
UET230087,Kỹ thuật Robot,3,6,3.21,122,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3017;RBE3030;RBE3042;RBE3050;RBE3051;RBE3052;RBE4004;THL1057,AIT2004:B+;ELT1007:B;ELT2035:B;ELT2201:B+;ELT3051:B+;ELT3134:B+;ELT3144:C+;ELT3240:B+;ELT3290:B;ELT3292:B;ELT3295:B+;EPN1095:C+;EPN1096:B;FLF1107:C+;HIS1001:A;INT1008:A;INT1009:B+;INT2210:B;MAT1041:C+;MAT1042:B+;MAT1093:C+;MAT1101:B;PEC1008:B;PHI1002:B+;PHI1006:B+;POL1001:C+;RBE1001:A;RBE2001:A;RBE2003:B+;RBE2021:C+;RBE2022:B+;RBE2031:B+;RBE3002:B+;RBE3012:B+;RBE3013:B;RBE3015:B+;RBE3017:A;RBE3030:B+;RBE3042:B;RBE3050:B+;RBE3051:B+;RBE3052:A;RBE4004:B+;THL1057:B,,Industrial Automation Engineer,Tự động hóa công nghiệp,22,6,LOW,20,
UET230088,Kỹ thuật Robot,3,6,3.21,103,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2021;RBE2031;RBE3002;RBE3013;RBE3017;RBE3042;RBE3051;RBE4004;THL1057,AIT2004:B;ELT1007:B;ELT2035:A;ELT2201:B;ELT3051:B+;ELT3134:B;ELT3144:B+;ELT3240:B+;ELT3290:C+;ELT3292:B;ELT3295:C+;EPN1095:B;EPN1096:B;FLF1107:B+;HIS1001:C+;INT1008:A;INT1009:A;INT2210:B;MAT1041:B+;MAT1042:C+;MAT1093:B+;MAT1101:B;PEC1008:B+;PHI1002:B+;PHI1006:B+;POL1001:B+;RBE1001:B+;RBE2001:C+;RBE2021:B;RBE2031:A;RBE3002:A;RBE3013:B+;RBE3017:B;RBE3042:C+;RBE3051:B;RBE4004:B+;THL1057:B+,,IoT Robotics Engineer,Tự động hóa công nghiệp,22,8,LOW,20,
UET230089,Kỹ thuật Robot,3,6,1.35,101,ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2022;RBE2031;RBE3002;RBE3015;RBE3042;RBE3050;RBE3052;RBE4004;THL1057,ELT1007:D+;ELT2035:C;ELT2201:D+;ELT3051:D;ELT3134:D+;ELT3144:D+;ELT3240:D;ELT3290:D+;ELT3292:D+;ELT3295:D;EPN1095:D+;EPN1096:D;FLF1107:C;HIS1001:C;INT1008:D;INT1009:D;INT2210:D+;MAT1041:C;MAT1042:D;MAT1093:C;MAT1101:D+;PEC1008:D;PHI1002:D;PHI1006:D;POL1001:D;RBE1001:D;RBE2001:D+;RBE2022:C;RBE2031:D;RBE3002:C;RBE3012:F;RBE3015:D;RBE3042:D+;RBE3050:D+;RBE3052:D+;RBE3055:F;RBE4004:C;THL1057:D,RBE3012;RBE3055,Kinematics & Dynamics Specialist,Robot thông minh,16,15,HIGH,14,Lập trình;Toán nền tảng;Xử lý ảnh - thị giác máy tính;Điều khiển;Điện tử - vi điều khiển
UET230090,Kỹ thuật Robot,3,6,3.17,119,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3017;RBE3030;RBE3042;RBE3050;RBE3051;RBE4004;THL1057,AIT2004:B;ELT1007:B+;ELT2035:B;ELT2201:C+;ELT3051:B;ELT3134:B+;ELT3144:B;ELT3240:B+;ELT3290:B;ELT3292:B+;ELT3295:C+;EPN1095:B+;EPN1096:A;FLF1107:B;HIS1001:B+;INT1008:B;INT1009:B;INT2210:A;MAT1041:B;MAT1042:A;MAT1093:C+;MAT1101:B+;PEC1008:C+;PHI1002:B;PHI1006:B+;POL1001:B+;RBE1001:C+;RBE2001:B;RBE2003:B+;RBE2021:B;RBE2022:B+;RBE2031:B;RBE3002:B+;RBE3012:B+;RBE3013:A;RBE3015:B+;RBE3017:B;RBE3030:B+;RBE3042:A;RBE3050:C+;RBE3051:B;RBE4004:B;THL1057:C+,,Industrial Automation Engineer,Tự động hóa công nghiệp,20,10,LOW,18,
UET230091,Kỹ thuật Robot,3,5,3.71,105,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3013;RBE3015;RBE3017;RBE3030;RBE4004;THL1057,AIT2004:A+;ELT1007:A;ELT2035:A+;ELT2201:A+;ELT3051:A+;ELT3134:B+;ELT3144:A+;ELT3240:A;ELT3290:A;ELT3295:B+;EPN1095:A;EPN1096:A+;FLF1107:B;HIS1001:A;INT1008:B;INT1009:A+;INT2210:B+;MAT1041:A;MAT1042:A+;MAT1093:A+;MAT1101:A;PEC1008:A+;PHI1002:A+;PHI1006:B+;POL1001:A+;RBE1001:A;RBE2001:A;RBE2003:A;RBE2021:B;RBE2022:A;RBE2031:A;RBE3002:A;RBE3013:A+;RBE3015:A;RBE3017:B;RBE3030:A+;RBE4004:A+;THL1057:A,,AI Robotics Engineer,Robot thông minh,22,7,LOW,22,Python
UET230092,Kỹ thuật Robot,3,5,3.36,101,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2031;RBE3002;RBE3012;RBE3013;RBE3051;RBE4004;THL1057,AIT2004:B+;ELT1007:B;ELT2035:A;ELT2201:A;ELT3051:A;ELT3134:B+;ELT3144:B;ELT3240:B+;ELT3290:B+;ELT3292:B;ELT3295:B;EPN1095:B+;EPN1096:B;FLF1107:A;HIS1001:B+;INT1008:B+;INT1009:B+;INT2210:B;MAT1041:C+;MAT1042:B+;MAT1093:A;MAT1101:B;PEC1008:C+;PHI1002:B+;PHI1006:B+;POL1001:B;RBE1001:B+;RBE2001:B+;RBE2003:B+;RBE2031:B;RBE3002:B+;RBE3012:B+;RBE3013:A;RBE3051:B+;RBE4004:B+;THL1057:A,,AI Robotics Engineer,Robot thông minh,22,7,LOW,22,Python
UET230093,Kỹ thuật Robot,3,5,3.25,116,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2021;RBE2022;RBE2031;RBE3002;RBE3013;RBE3015;RBE3017;RBE3030;RBE3047;RBE3051;RBE3052;RBE3056;RBE4004;THL1057,AIT2004:A;ELT1007:B;ELT2035:B+;ELT2201:B+;ELT3051:B+;ELT3134:B+;ELT3144:B;ELT3240:A;ELT3290:B;ELT3292:A;ELT3295:B;EPN1095:B;EPN1096:B;FLF1107:B+;HIS1001:C+;INT1008:C+;INT1009:B+;INT2210:B+;MAT1041:B;MAT1042:C+;MAT1093:A;MAT1101:A;PEC1008:B;PHI1002:B+;PHI1006:A;POL1001:C+;RBE1001:A;RBE2001:B+;RBE2021:B+;RBE2022:B;RBE2031:C+;RBE3002:B;RBE3013:B;RBE3015:B+;RBE3017:B;RBE3030:A;RBE3047:B;RBE3051:B;RBE3052:C+;RBE3056:B+;RBE4004:B+;THL1057:A,,AI Robotics Engineer,Robot thông minh,22,6,LOW,22,Python
UET230094,Kỹ thuật Robot,3,6,2.32,109,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3017;RBE3042;RBE3050;RBE4004;THL1057,AIT2004:C;ELT1007:C+;ELT2035:C;ELT2201:B;ELT3051:C;ELT3134:D+;ELT3144:D+;ELT3240:D+;ELT3290:B;ELT3292:C+;ELT3295:B;EPN1095:D+;EPN1096:C+;FLF1107:C;HIS1001:D+;HIS1053:F;INT1008:C+;INT1009:C+;INT2210:B;MAT1041:B;MAT1042:C+;MAT1093:C+;MAT1101:C;PEC1008:C+;PHI1002:C;PHI1006:B;POL1001:B;RBE1001:C+;RBE2001:C+;RBE2003:C;RBE2021:B;RBE2022:C;RBE2031:C;RBE3002:C+;RBE3012:C+;RBE3017:B;RBE3042:B;RBE3050:C+;RBE4004:C;THL1057:C+,HIS1053,SCADA Systems Engineer,Tự động hóa công nghiệp,18,10,MEDIUM,16,AI - Machine Learning;Lập trình;PLC/SCADA
UET230095,Kỹ thuật Robot,3,5,2.39,113,ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3030;RBE3050;RBE3051;RBE3052;RBE4004;THL1057,ELT1007:C+;ELT2035:C+;ELT2201:D+;ELT3051:B;ELT3134:C+;ELT3144:D+;ELT3240:C;ELT3290:C;ELT3292:C+;ELT3295:C+;EPN1095:B;EPN1096:C+;FLF1107:B;HIS1001:C+;INT1008:C+;INT1009:B;INT2210:C+;MAT1041:C+;MAT1042:C;MAT1093:C+;MAT1101:C;PEC1008:C;PHI1002:C;PHI1006:C+;POL1001:D+;RBE1001:C+;RBE2001:B;RBE2003:C+;RBE2021:C;RBE2022:B;RBE2031:B;RBE3002:D+;RBE3012:B;RBE3013:B;RBE3015:C;RBE3030:B;RBE3050:D+;RBE3051:B;RBE3052:B;RBE4004:D+;THL1057:C+,,Embedded Robotics Engineer,Tự động hóa công nghiệp,18,12,MEDIUM,16,Embedded C/C++;Lập trình;Toán nền tảng;Xử lý ảnh - thị giác máy tính;Điện tử - vi điều khiển
UET230096,Kỹ thuật Robot,3,6,2.31,113,ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2021;RBE2022;RBE2031;RBE3002;RBE3013;RBE3030;RBE3042;RBE3043;RBE3045;RBE3046;RBE3047;RBE3051;RBE3052;RBE4004;THL1057,ELT1007:C+;ELT2035:C;ELT2201:C+;ELT3051:C+;ELT3134:B;ELT3144:C;ELT3240:D+;ELT3290:B;ELT3295:C;EPN1095:C+;EPN1096:B;FLF1107:C+;HIS1001:D+;INT1008:D+;INT1009:B;INT2210:B;MAT1041:D+;MAT1042:C;MAT1093:D+;MAT1101:C+;PEC1008:C;PHI1002:C+;PHI1006:C;POL1001:B;RBE1001:C+;RBE2001:C;RBE2021:B;RBE2022:B;RBE2031:B;RBE3002:B;RBE3013:C;RBE3030:C+;RBE3042:C;RBE3043:B;RBE3045:C+;RBE3046:C;RBE3047:C;RBE3051:C;RBE3052:C+;RBE4004:C;THL1057:C+,,Cloud Robotics Developer,Robot thông minh,18,10,MEDIUM,16,AI - Machine Learning;Lập trình;Toán nền tảng;Điều khiển
UET230097,Kỹ thuật Robot,3,6,2.37,111,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3030;RBE3042;RBE3050;RBE3052;RBE4004;THL1057,AIT2004:B;ELT1007:C+;ELT2035:C;ELT2201:D+;ELT3051:C+;ELT3134:D+;ELT3144:C;ELT3240:C+;ELT3290:C+;ELT3292:C+;ELT3295:D+;EPN1095:C;EPN1096:C;FLF1107:C+;HIS1001:B;INT1008:D+;INT1009:C;INT2210:B;MAT1041:C;MAT1042:C+;MAT1093:C+;MAT1101:C;PEC1008:B;PHI1002:C+;PHI1006:C+;POL1001:B;RBE1001:B;RBE2001:B;RBE2021:B;RBE2022:B;RBE2031:C+;RBE3002:C;RBE3012:C;RBE3013:B;RBE3030:C;RBE3042:B;RBE3050:C;RBE3052:B;RBE4004:C;THL1057:C,,Firmware Engineer,Tự động hóa công nghiệp,18,10,MEDIUM,16,Embedded C/C++;Lập trình;Toán nền tảng;Điều khiển;Điện tử - vi điều khiển
UET230098,Kỹ thuật Robot,3,6,2.17,116,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;ELT3996;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2021;RBE2031;RBE3002;RBE3012;RBE3015;RBE3016;RBE3017;RBE3050;RBE3052;RBE3056;RBE4004;THL1057,AIT2004:C;ELT1007:C+;ELT2035:C+;ELT2201:B;ELT3051:C;ELT3134:C+;ELT3144:C;ELT3240:C+;ELT3290:C;ELT3292:C+;ELT3295:C;ELT3996:B;EPN1095:C;EPN1096:C;FLF1107:C;HIS1001:C;INT1008:C+;INT1009:C;INT2210:C;MAT1041:C;MAT1042:D+;MAT1093:C;MAT1101:B;PEC1008:B;PHI1002:C+;PHI1006:D+;POL1001:C+;RBE1001:C+;RBE2001:B;RBE2003:F;RBE2021:C;RBE2031:C+;RBE3002:C+;RBE3012:C+;RBE3015:C;RBE3016:C+;RBE3017:C+;RBE3050:D+;RBE3052:D+;RBE3056:C;RBE4004:C;THL1057:B,RBE2003,Smart Home Robotics Specialist,Tự động hóa công nghiệp,18,12,MEDIUM,16,AI - Machine Learning;Toán nền tảng;Xử lý ảnh - thị giác máy tính;Điện tử - vi điều khiển
UET230099,Kỹ thuật Robot,3,5,1.43,117,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3017;RBE3042;RBE3051;RBE3052;RBE3056;RBE4004;THL1057,AIT2004:D;ELT1007:D;ELT2035:D;ELT2201:C;ELT3051:C;ELT3134:C;ELT3144:D;ELT3240:D;ELT3290:D+;ELT3292:D+;ELT3295:C;EPN1095:C;EPN1096:D;FLF1107:D;HIS1001:C;INT1008:D;INT1009:C;INT2210:D+;MAT1041:D;MAT1042:D+;MAT1093:D;MAT1101:D;PEC1008:D;PHI1002:D;PHI1006:C;POL1001:D+;RBE1001:D;RBE2001:C;RBE2003:C;RBE2021:D;RBE2022:C;RBE2031:C;RBE3002:D;RBE3012:C;RBE3013:D+;RBE3017:C;RBE3042:D;RBE3051:D+;RBE3052:C;RBE3055:F;RBE3056:D;RBE4004:C;THL1057:C,RBE3055,Microcontroller Programmer,Tự động hóa công nghiệp,16,14,HIGH,14,AI - Machine Learning;Embedded C/C++;Lập trình;Toán nền tảng;Điều khiển;Điện tử - vi điều khiển
UET230100,Kỹ thuật Robot,3,5,2.45,98,ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2031;RBE3002;RBE3015;RBE3042;RBE4004;THL1057,ELT1007:B;ELT2035:C+;ELT2201:B;ELT3051:B;ELT3134:C;ELT3144:B;ELT3240:B;ELT3290:C;ELT3292:C+;ELT3295:C+;EPN1095:D+;EPN1096:D+;FLF1107:C+;HIS1001:C+;INT1008:B;INT1009:C;INT2210:C+;MAT1041:C+;MAT1042:D+;MAT1093:C;MAT1101:B;PEC1008:C+;PHI1002:C;PHI1006:C;POL1001:C;RBE1001:C;RBE2001:B;RBE2003:C+;RBE2021:C+;RBE2031:C+;RBE3002:C+;RBE3015:C+;RBE3042:B;RBE4004:C+;THL1057:B,,Embedded Robotics Engineer,Tự động hóa công nghiệp,18,10,MEDIUM,16,Embedded C/C++;Toán nền tảng;Điện tử - vi điều khiển
UET230101,Kỹ thuật Robot,3,6,1.37,102,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2021;RBE2022;RBE2031;RBE3002;RBE3015;RBE3050;RBE3051;RBE4004;THL1057,AIT2004:D+;ELT1007:D;ELT2035:D+;ELT2201:D;ELT3051:C;ELT3134:C;ELT3144:D;ELT3240:D+;ELT3290:D;ELT3292:D;ELT3295:C;EPN1095:C;EPN1096:D;FLF1107:C;HIS1001:D;INT1008:D;INT1009:D;INT2210:D;MAT1041:D;MAT1042:C;MAT1093:D;MAT1101:C;PEC1008:C;PHI1002:D;PHI1006:C;POL1001:D;RBE1001:C;RBE2001:C;RBE2021:D;RBE2022:C;RBE2031:C;RBE3002:D;RBE3015:D+;RBE3046:F;RBE3050:D+;RBE3051:D;RBE3053:F;RBE4004:C;THL1057:D,RBE3046;RBE3053,Smart Home Robotics Specialist,Tự động hóa công nghiệp,16,15,HIGH,14,AI - Machine Learning;Lập trình;Toán nền tảng;Xử lý ảnh - thị giác máy tính;Điện tử - vi điều khiển
UET230102,Kỹ thuật Robot,3,5,2.28,113,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3017;RBE3030;RBE3042;RBE3050;RBE3051;RBE4004;THL1057,AIT2004:C;ELT1007:C+;ELT2035:B;ELT2201:C+;ELT3051:C;ELT3134:C;ELT3144:C+;ELT3240:C+;ELT3290:D+;ELT3292:C;ELT3295:D+;EPN1095:C;EPN1096:C;FLF1107:D+;HIS1001:C+;INT1008:C+;INT1009:D+;INT2210:B;MAT1041:C;MAT1042:B;MAT1093:B;MAT1101:C+;PEC1008:C+;PHI1002:D+;PHI1006:B;POL1001:C+;RBE1001:C+;RBE2001:C;RBE2003:C;RBE2021:C+;RBE2022:C+;RBE2031:D+;RBE3002:B;RBE3012:C+;RBE3017:B;RBE3030:C;RBE3042:C+;RBE3050:C;RBE3051:D+;RBE4004:D+;THL1057:B,,Navigation Algorithm Engineer,Robot thông minh,18,10,MEDIUM,16,AI - Machine Learning;Toán nền tảng;Điện tử - vi điều khiển
UET230103,Kỹ thuật Robot,3,5,2.26,113,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3017;RBE3030;RBE3042;RBE3051;RBE3052;RBE4004;THL1057,AIT2004:D+;ELT1007:C;ELT2035:C;ELT2201:C+;ELT3051:B;ELT3134:C+;ELT3144:C+;ELT3240:B;ELT3290:C;ELT3292:C;ELT3295:C+;EPN1095:C+;EPN1096:C;FLF1107:C;HIS1001:D+;INT1008:C;INT1009:C+;INT2210:C;MAT1041:C+;MAT1042:C;MAT1093:B;MAT1101:C;PEC1008:C;PHI1002:C;PHI1006:C;POL1001:D+;RBE1001:C;RBE2001:C;RBE2021:C;RBE2022:C;RBE2031:B;RBE3002:B;RBE3012:C+;RBE3013:D+;RBE3017:C+;RBE3030:B;RBE3042:B;RBE3051:C;RBE3052:C+;RBE4004:C;THL1057:C,,Automation PLC Engineer,Tự động hóa công nghiệp,18,12,MEDIUM,16,AI - Machine Learning;Lập trình;PLC/SCADA;Toán nền tảng;Điện tử - vi điều khiển
